sensor_name,sensor_kind,t_monotonic,t_wall,Voltage 1,Voltage 2,value,units,filtered_value,source
FM-PT,pressure,5796.970556384,1780040485.8710234,0.7655216175939581,,66.38040439848952,psi,,hardware
FM-FM,flow,5796.971107636,1780040485.8715742,0.7774407598305655,,1.5275095244632344,gallons_per_minute,,hardware
OM-FM,flow,5796.974518702,1780040485.8749852,0.7797379231140522,,1.5320698999696551,gallons_per_minute,,hardware
OM-PT,pressure,5796.975944553,1780040485.8764107,0.7613242580085109,,65.33106450212772,psi,,hardware
FM-PT,pressure,5796.981032486,1780040485.8814986,0.7762605877233252,,69.06514693083129,psi,,hardware
FM-FM,flow,5796.981284223,1780040485.8817503,0.7770127984300612,,1.5266599267430447,gallons_per_minute,,hardware
OM-FM,flow,5796.983271215,1780040485.883737,0.7801289296303904,,1.5328461340984076,gallons_per_minute,,hardware
OM-PT,pressure,5796.984677863,1780040485.8851438,0.7667375524923269,,66.68438812308172,psi,,hardware
FM-PT,pressure,5796.988568775,1780040485.889035,0.7745648353773159,,68.64120884432897,psi,,hardware
FM-FM,flow,5796.989999533,1780040485.8904657,0.7771057816869953,,1.52684451900537,gallons_per_minute,,hardware
OM-FM,flow,5796.991436403,1780040485.8919022,0.7801569438167744,,1.5329017484338519,gallons_per_minute,,hardware
OM-PT,pressure,5796.993672614,1780040485.8941386,0.7673288306389846,,66.83220765974615,psi,,hardware
FM-PT,pressure,5796.996546909,1780040485.897013,0.7771105500591458,,69.27763751478643,psi,,hardware
FM-FM,flow,5796.998161407,1780040485.8986273,0.7772518130841033,,1.5271344235199196,gallons_per_minute,,hardware
OM-FM,flow,5796.999589165,1780040485.900055,0.780263636143641,,1.5331135562220326,gallons_per_minute,,hardware
OM-PT,pressure,5797.001834469,1780040485.9023004,0.765341611545278,,66.3354028863195,psi,,hardware
FM-PT,pressure,5797.004038569,1780040485.9045045,0.7774800989008068,,69.3700247252017,psi,,hardware
FM-FM,flow,5797.006315187,1780040485.906781,0.7770402165699264,,1.526714357794756,gallons_per_minute,,hardware
OM-FM,flow,5797.007739946,1780040485.9082057,0.7801909184683464,,1.5329691956066245,gallons_per_minute,,hardware
OM-PT,pressure,5797.009976602,1780040485.9104428,0.7578051993614674,,64.45129984036684,psi,,hardware
FM-PT,pressure,5797.011533692,1780040485.9119997,0.7641274647864658,,66.03186619661643,psi,,hardware
FM-FM,flow,5797.014465301,1780040485.9149313,0.7773060533173148,,1.527242102339609,gallons_per_minute,,hardware
OM-FM,flow,5797.015898542,1780040485.9163644,0.7803357577724168,,1.5332567335537082,gallons_per_minute,,hardware
OM-PT,pressure,5797.01811479,1780040485.9185808,0.7640529589716147,,66.01323974290368,psi,,hardware
FM-PT,pressure,5797.019492975,1780040485.919959,0.7776803705311264,,69.42009263278159,psi,,hardware
FM-FM,flow,5797.022625841,1780040485.923092,0.7772196265720877,,1.5270705261983453,gallons_per_minute,,hardware
OM-FM,flow,5797.02408284,1780040485.9245489,0.7801652884680377,,1.5329183144061118,gallons_per_minute,,hardware
OM-PT,pressure,5797.026329755,1780040485.9267957,0.7632828668693146,,65.82071671732864,psi,,hardware
FM-PT,pressure,5797.027704385,1780040485.9281704,0.7767559023804549,,69.18897559511372,psi,,hardware
FM-FM,flow,5797.030805011,1780040485.931271,0.7772059175021551,,1.5270433106724897,gallons_per_minute,,hardware
OM-FM,flow,5797.032223195,1780040485.9326892,0.7801652884680377,,1.5329183144061118,gallons_per_minute,,hardware
OM-PT,pressure,5797.034542665,1780040485.9350088,0.7653422075917968,,66.3355518979492,psi,,hardware
FM-PT,pressure,5797.035993775,1780040485.9364598,0.7781953547233766,,69.54883868084416,psi,,hardware
FM-FM,flow,5797.038948051,1780040485.939414,0.7772369119211331,,1.5271048414265982,gallons_per_minute,,hardware
OM-FM,flow,5797.040362217,1780040485.940828,0.7801784014914515,,1.5329443466482346,gallons_per_minute,,hardware
OM-PT,pressure,5797.042846869,1780040485.943313,0.7646066861875875,,66.15167154689688,psi,,hardware
FM-PT,pressure,5797.044283609,1780040485.9447496,0.7802505231202272,,70.06263078005681,psi,,hardware
FM-FM,flow,5797.047087276,1780040485.9475534,0.7771802875018463,,1.5269924294719768,gallons_per_minute,,hardware
OM-FM,flow,5797.048500035,1780040485.948966,0.7802415824224451,,1.5330697747239173,gallons_per_minute,,hardware
OM-PT,pressure,5797.051120834,1780040485.9515867,0.7598234128741519,,64.95585321853797,psi,,hardware
FM-PT,pressure,5797.052053303,1780040485.9525192,0.7711631978944776,,67.7907994736194,psi,,hardware
FM-FM,flow,5797.055225057,1780040485.9556913,0.777289960061307,,1.527210153678822,gallons_per_minute,,hardware
OM-FM,flow,5797.056670001,1780040485.957136,0.780161116142406,,1.532910031419982,gallons_per_minute,,hardware
OM-PT,pressure,5797.059333928,1780040485.9598,0.7537502948940151,,63.43757372350378,psi,,hardware
FM-PT,pressure,5797.060255361,1780040485.9607213,0.771901699531281,,67.97542488282023,psi,,hardware
FM-FM,flow,5797.063393634,1780040485.9638598,0.7770986291287696,,1.526830319600576,gallons_per_minute,,hardware
OM-FM,flow,5797.064862892,1780040485.9653287,0.780015084745298,,1.5326201269054325,gallons_per_minute,,hardware
OM-PT,pressure,5797.06752156,1780040485.9679875,0.7778675291380321,,69.46688228450803,psi,,hardware
FM-PT,pressure,5797.068925746,1780040485.9693916,0.7942898028242352,,73.5724507060588,psi,,hardware
FM-FM,flow,5797.071586118,1780040485.9720523,0.7771498891293871,,1.5269320820016012,gallons_per_minute,,hardware
OM-FM,flow,5797.073054209,1780040485.97352,0.7799727654424626,,1.5325361137603999,gallons_per_minute,,hardware
OM-PT,pressure,5797.075761007,1780040485.9762273,0.7837207059527285,,70.93017648818211,psi,,hardware
FM-PT,pressure,5797.076675161,1780040485.977141,0.7974333521644297,,74.35833804110742,psi,,hardware
FM-FM,flow,5797.079779287,1780040485.9802454,0.7783455584461163,,1.5293057491697073,gallons_per_minute,,hardware
OM-FM,flow,5797.081249989,1780040485.981716,0.7802117800965047,,1.5330106105372745,gallons_per_minute,,hardware
OM-PT,pressure,5797.083905695,1780040485.9843717,0.7819039561634011,,70.47598904085028,psi,,hardware
FM-PT,pressure,5797.085280399,1780040485.9857464,0.7944978230592993,,73.62445576482482,psi,,hardware
FM-FM,flow,5797.087986844,1780040485.988453,0.7771916123857037,,1.5270149118629013,gallons_per_minute,,hardware
OM-FM,flow,5797.089623008,1780040485.9900892,0.7800788617228105,,1.5327467382648479,gallons_per_minute,,hardware
OM-PT,pressure,5797.092117716,1780040485.992584,0.7829571703621352,,70.7392925905338,psi,,hardware
FM-PT,pressure,5797.093031166,1780040485.9934971,0.7962907309878744,,74.0726827469686,psi,,hardware
FM-FM,flow,5797.096337771,1780040485.9968038,0.777202937269561,,1.5270373942538253,gallons_per_minute,,hardware
OM-FM,flow,5797.097786159,1780040485.998252,0.7802558875388965,,1.5330981735335056,gallons_per_minute,,hardware
OM-PT,pressure,5797.100273367,1780040486.0007396,0.7828933933846227,,70.72334834615567,psi,,hardware
FM-PT,pressure,5797.101189577,1780040486.0016556,0.796186422847083,,74.04660571177074,psi,,hardware
FM-FM,flow,5797.104509977,1780040486.004976,0.7773608895970452,,1.5273509644430319,gallons_per_minute,,hardware
OM-FM,flow,5797.107825248,1780040486.0082922,0.7801569438167744,,1.5329017484338519,gallons_per_minute,,hardware
OM-PT,pressure,5797.109280766,1780040486.009747,0.7776672575077126,,69.41681437692814,psi,,hardware
FM-PT,pressure,5797.110159847,1780040486.0106258,0.7730568376847312,,68.2642094211828,psi,,hardware
