sensor_name,sensor_kind,t_monotonic,t_wall,Voltage 1,Voltage 2,value,units,filtered_value,source
CC-PT,pressure,5230.032861665,1780039918.9333296,1.3059510357321544,,201.4877589330386,psi,,simulated
FI-PT,pressure,5230.033076403,1780039918.9335432,1.70780798289871,,301.9519957246775,psi,,simulated
thrust,thrust,5230.033181253,1780039918.9336479,2.500033080581794,2.499966919418206,6.616116358770796,N,,simulated
FM-FM,flow,5230.033286344,1780039918.933753,1.6544600313258209,,8.01056279367957,gallons_per_minute,,simulated
tank_temp,temperature,5230.033375269,1780039918.933842,,,20.010250792548693,°C,,simulated
CC-PT,pressure,5230.043173393,1780039918.943641,1.2929578176686545,,198.2394544171636,psi,,simulated
FI-PT,pressure,5230.043272873,1780039918.9437392,1.7090316664018235,,302.25791660045587,psi,,simulated
thrust,thrust,5230.04333078,1780039918.9437976,2.5000348687213503,2.4999651312786497,6.973744270055704,N,,simulated
CC-PT,pressure,5230.053401382,1780039918.9538684,1.2982870695933184,,199.5717673983296,psi,,simulated
FI-PT,pressure,5230.053518232,1780039918.9539845,1.700990402816582,,300.2476007041455,psi,,simulated
thrust,thrust,5230.053582101,1780039918.9540482,2.5000777840707045,2.4999222159292955,15.556814140893493,N,,simulated
CC-PT,pressure,5230.063576834,1780039918.9640434,1.305610693169915,,201.40267329247874,psi,,simulated
FI-PT,pressure,5230.063653574,1780039918.96412,1.6962595815968016,,299.0648953992004,psi,,simulated
thrust,thrust,5230.063708128,1780039918.9641743,2.500106990350126,2.499893009649874,21.398070025213656,N,,simulated
FM-FM,flow,5230.073475697,1780039918.9739425,1.6667373975202318,,8.125663101752172,gallons_per_minute,,simulated
CC-PT,pressure,5230.073809748,1780039918.974276,1.2983168719192588,,199.5792179798147,psi,,simulated
FI-PT,pressure,5230.073886099,1780039918.9743524,1.6945513122738973,,298.63782806847433,psi,,simulated
thrust,thrust,5230.073942765,1780039918.9744089,2.5001457333738486,2.4998542666261514,29.146674769719993,N,,simulated
CC-PT,pressure,5230.083951516,1780039918.9844177,1.3049997454881366,,201.24993637203414,psi,,simulated
FI-PT,pressure,5230.084044718,1780039918.984511,1.7015477063116677,,300.38692657791694,psi,,simulated
thrust,thrust,5230.084093218,1780039918.9845593,2.5001552701181495,2.4998447298818505,31.05402362990617,N,,simulated
CC-PT,pressure,5230.094080691,1780039918.994547,1.3075234064487704,,201.8808516121926,psi,,simulated
FI-PT,pressure,5230.094149042,1780039918.994615,1.6954805487967193,,298.8701371991798,psi,,simulated
thrust,thrust,5230.094199856,1780039918.994666,2.5001958012814285,2.4998041987185715,39.160256285697415,N,,simulated
CC-PT,pressure,5230.104216959,1780039919.0046833,1.3024766805740216,,200.6191701435054,psi,,simulated
FI-PT,pressure,5230.104276773,1780039919.0047429,1.6932465664442262,,298.31164161105653,psi,,simulated
thrust,thrust,5230.104320013,1780039919.0047863,2.5002238154678125,2.4997761845321875,44.763093562494305,N,,simulated
FM-FM,flow,5230.113647958,1780039919.0141146,1.650217372204944,,7.97078786442135,gallons_per_minute,,simulated
CC-PT,pressure,5230.114343615,1780039919.0148098,1.3006217838074905,,200.15544595187262,psi,,simulated
FI-PT,pressure,5230.114406985,1780039919.014873,1.7033173684260092,,300.8293421065023,psi,,simulated
thrust,thrust,5230.114455077,1780039919.0149212,2.5002512336076776,2.4997487663923224,50.24672153552956,N,,simulated
CC-PT,pressure,5230.124475698,1780039919.024942,1.3106514585794757,,202.66286464486893,psi,,simulated
FI-PT,pressure,5230.124535882,1780039919.025002,1.7031761054010517,,300.7940263502629,psi,,simulated
thrust,thrust,5230.124583919,1780039919.0250502,2.500284016166212,2.499715983833788,56.80323324241954,N,,simulated
tank_temp,temperature,5230.133566739,1780039919.0340333,,,20.15104781750072,°C,,simulated
CC-PT,pressure,5230.134603318,1780039919.0350697,1.316458143765705,,204.11453594142625,psi,,simulated
FI-PT,pressure,5230.134668113,1780039919.0351343,1.7059089786897872,,301.4772446724468,psi,,simulated
thrust,thrust,5230.134718631,1780039919.0351846,2.500317990817784,2.499682009182216,63.59816355683279,N,,simulated
CC-PT,pressure,5230.144735919,1780039919.0452023,1.3076253304034866,,201.90633260087165,psi,,simulated
