sensor_name,sensor_kind,t_monotonic,t_wall,Voltage 1,Voltage 2,value,units,filtered_value,source
FM-PT,pressure,7542.991847002,1780042231.892314,0.7765270205172325,,69.13175512930813,psi,,hardware
FM-FM,flow,7542.992421124,1780042231.8928874,0.7773376437828117,,-0.212459589536141,gallons_per_minute,,hardware
OM-FM,flow,7542.995701655,1780042231.8961685,0.7802499270737084,,-0.1851569336839838,gallons_per_minute,,hardware
OM-PT,pressure,7542.997138896,1780042231.8976052,0.759440751009077,,64.86018775226925,psi,,hardware
FM-PT,pressure,7543.002294847,1780042231.9027607,0.7754541367833777,,68.86353419584442,psi,,hardware
FM-FM,flow,7543.002946116,1780042231.9034119,0.7773525449457819,,-0.21231989113329533,gallons_per_minute,,hardware
OM-FM,flow,7543.004876777,1780042231.9053433,0.7801944947474593,,-0.1856766117425697,gallons_per_minute,,hardware
OM-PT,pressure,7543.006300573,1780042231.9067664,0.7562370009704829,,64.05925024262072,psi,,hardware
FM-PT,pressure,7543.010210596,1780042231.9106765,0.7703799927687637,,67.59499819219091,psi,,hardware
FM-FM,flow,7543.011595633,1780042231.9120617,0.7771832677344404,,-0.2139068649896221,gallons_per_minute,,hardware
OM-FM,flow,7543.013007856,1780042231.9134738,0.78041920428505,,-0.18356995982765703,gallons_per_minute,,hardware
OM-PT,pressure,7543.014418912,1780042231.9148848,0.7569296070253382,,64.23240175633454,psi,,hardware
FM-PT,pressure,7543.017696665,1780042231.9181626,0.7762820453980023,,69.07051134950056,psi,,hardware
FM-FM,flow,7543.019732453,1780042231.9201984,0.7773155900616158,,-0.21266634317235258,gallons_per_minute,,hardware
OM-FM,flow,7543.021142806,1780042231.9216087,0.7802087998639107,,-0.18554250127583785,gallons_per_minute,,hardware
OM-PT,pressure,7543.022551546,1780042231.9230175,0.7547027772310706,,63.67569430776765,psi,,hardware
FM-PT,pressure,7543.025194753,1780042231.9256606,0.7750172346850913,,68.75430867127282,psi,,hardware
FM-FM,flow,7543.027866903,1780042231.9283328,0.7772726747122616,,-0.2130686745725481,gallons_per_minute,,hardware
OM-FM,flow,7543.029281811,1780042231.9297478,0.7803143000977397,,-0.18455343658369053,gallons_per_minute,,hardware
OM-PT,pressure,7543.030692255,1780042231.931158,0.7570738502828898,,64.26846257072243,psi,,hardware
FM-PT,pressure,7543.033356184,1780042231.9338222,0.7763261528403941,,69.08153821009851,psi,,hardware
FM-FM,flow,7543.03603826,1780042231.9365046,0.7771379681990109,,-0.21433154813427294,gallons_per_minute,,hardware
OM-FM,flow,7543.037494352,1780042231.9379601,0.7801182007930518,,-0.1863918675651395,gallons_per_minute,,hardware
OM-PT,pressure,7543.039864562,1780042231.9403307,0.7562697835290173,,64.06744588225433,psi,,hardware
FM-PT,pressure,7543.041367339,1780042231.9418333,0.7752902239907055,,68.82255599767636,psi,,hardware
FM-FM,flow,7543.044220487,1780042231.944687,0.7774252626210765,,-0.21163816292740847,gallons_per_minute,,hardware
OM-FM,flow,7543.045653005,1780042231.9461188,0.7803315854467852,,-0.18439138643638955,gallons_per_minute,,hardware
OM-PT,pressure,7543.048020937,1780042231.9484868,0.7566351600450467,,64.15879001126169,psi,,hardware
FM-PT,pressure,7543.049400864,1780042231.9498668,0.7763792009805681,,69.09480024514203,psi,,hardware
FM-FM,flow,7543.052383029,1780042231.952849,0.777261945874923,,-0.21316925742259699,gallons_per_minute,,hardware
OM-FM,flow,7543.053791251,1780042231.9542572,0.7802248931199185,,-0.18539162700076453,gallons_per_minute,,hardware
OM-PT,pressure,7543.056244071,1780042231.95671,0.7574106165660164,,64.35265414150409,psi,,hardware
FM-PT,pressure,7543.057619849,1780042231.9580855,0.7758266658576328,,68.9566664644082,psi,,hardware
FM-FM,flow,7543.060518867,1780042231.960985,0.7773507568062255,,-0.2123366549416368,gallons_per_minute,,hardware
OM-FM,flow,7543.061928626,1780042231.9623945,0.7801658845145565,,-0.18594483267603337,gallons_per_minute,,hardware
OM-PT,pressure,7543.064465797,1780042231.9649315,0.7541579907128799,,63.53949767821998,psi,,hardware
FM-PT,pressure,7543.065345638,1780042231.9658115,0.77506789863919,,68.7669746597975,psi,,hardware
FM-FM,flow,7543.06865452,1780042231.9691205,0.7774169179698132,,-0.21171639403300205,gallons_per_minute,,hardware
OM-FM,flow,7543.070066021,1780042231.970532,0.7804209924246064,,-0.18355319601931555,gallons_per_minute,,hardware
OM-PT,pressure,7543.072616821,1780042231.9730828,0.7556039995675086,,63.90099989187714,psi,,hardware
FM-PT,pressure,7543.073993858,1780042231.9744596,0.7755071849235516,,68.8767962308879,psi,,hardware
