sensor_name,sensor_kind,t_monotonic,t_wall,Voltage 1,Voltage 2,value,units,filtered_value,source
FM-PT,pressure,8042.459227387,1780042731.3596942,0.7894743429987839,,72.36858574969598,psi,,hardware
FM-FM,flow,8042.460203281,1780042731.36067,0.7770116063370236,,-0.2155161905904042,gallons_per_minute,,hardware
OM-FM,flow,8042.462918228,1780042731.3633852,0.7800723052111036,,-0.18682213864590416,gallons_per_minute,,hardware
OM-PT,pressure,8042.464341579,1780042731.3648076,0.7959247584253262,,73.98118960633154,psi,,hardware
FM-PT,pressure,8042.467973551,1780042731.3684394,0.8128196970009443,,78.20492425023606,psi,,hardware
FM-FM,flow,8042.469639029,1780042731.3701048,0.7772625419214418,,-0.21316366948648316,gallons_per_minute,,hardware
OM-FM,flow,8042.471053436,1780042731.3715193,0.7802099919569483,,-0.1855313254036102,gallons_per_minute,,hardware
OM-PT,pressure,8042.472465085,1780042731.372931,0.7949681037626389,,73.74202594065973,psi,,hardware
FM-PT,pressure,8042.475809245,1780042731.3762755,0.8137447611981345,,78.43619029953364,psi,,hardware
FM-FM,flow,8042.47777933,1780042731.3782454,0.7767737837760191,,-0.21774577709982104,gallons_per_minute,,hardware
OM-FM,flow,8042.479191719,1780042731.3796575,0.7811761833639363,,-0.17647328096309714,gallons_per_minute,,hardware
OM-PT,pressure,8042.480600349,1780042731.3810663,0.7945157044548635,,73.62892611371588,psi,,hardware
FM-PT,pressure,8042.483289722,1780042731.3837557,0.8122117295517599,,78.05293238793998,psi,,hardware
FM-FM,flow,8042.485916687,1780042731.3863826,0.777336451689774,,-0.21247076540836865,gallons_per_minute,,hardware
OM-FM,flow,8042.487326651,1780042731.3877923,0.7802087998639107,,-0.18554250127583785,gallons_per_minute,,hardware
OM-PT,pressure,8042.488732966,1780042731.3891988,0.795294141208427,,73.82353530210675,psi,,hardware
FM-PT,pressure,8042.490800402,1780042731.3912663,0.8137990014313461,,78.44975035783652,psi,,hardware
FM-FM,flow,8042.494052933,1780042731.3945189,0.7770890923844687,,-0.21478975889560672,gallons_per_minute,,hardware
OM-FM,flow,8042.495458748,1780042731.3959246,0.7802213168408056,,-0.1854251546174475,gallons_per_minute,,hardware
OM-PT,pressure,8042.496865971,1780042731.3973322,0.768272372278258,,67.06809306956448,psi,,hardware
FM-PT,pressure,8042.498352489,1780042731.3988185,0.7861221773770066,,71.53054434425165,psi,,hardware
FM-FM,flow,8042.502184142,1780042731.40265,0.7773406240154057,,-0.21243164985557186,gallons_per_minute,,hardware
OM-FM,flow,8042.503587643,1780042731.4040534,0.7802570796319341,,-0.1850898784506179,gallons_per_minute,,hardware
OM-PT,pressure,8042.504990273,1780042731.405456,0.764316411532928,,66.07910288323198,psi,,hardware
FM-PT,pressure,8042.505865872,1780042731.4063315,0.7911045302277243,,72.77613255693107,psi,,hardware
FM-FM,flow,8042.510315481,1780042731.4107816,0.777911636580424,,-0.2070784070585259,gallons_per_minute,,hardware
OM-FM,flow,8042.511734926,1780042731.4122007,0.7802821135857241,,-0.18485518513383717,gallons_per_minute,,hardware
OM-PT,pressure,8042.513140222,1780042731.4136064,0.7750774353834909,,68.76935884587273,psi,,hardware
FM-PT,pressure,8042.514515,1780042731.414981,0.795486664234002,,73.87166605850051,psi,,hardware
FM-FM,flow,8042.518459634,1780042731.4189255,0.7774157258767755,,-0.2117275699052297,gallons_per_minute,,hardware
OM-FM,flow,8042.519865875,1780042731.4203317,0.7803345656793792,,-0.18436344675582042,gallons_per_minute,,hardware
OM-PT,pressure,8042.521364134,1780042731.42183,0.7774008247138053,,69.35020617845133,psi,,hardware
FM-PT,pressure,8042.522738245,1780042731.4232042,0.7959426398208904,,73.9856599552226,psi,,hardware
FM-FM,flow,8042.526592047,1780042731.427058,0.7772369119211331,,-0.2134039507393777,gallons_per_minute,,hardware
OM-FM,flow,8042.527998492,1780042731.4284644,0.7801259493977963,,-0.18631922439565976,gallons_per_minute,,hardware
OM-PT,pressure,8042.529573971,1780042731.4300401,0.7777608368111655,,69.44020920279137,psi,,hardware
FM-PT,pressure,8042.530949379,1780042731.4314153,0.7939589970062967,,73.48974925157417,psi,,hardware
FM-FM,flow,8042.534743459,1780042731.43521,0.7773722144809025,,-0.21213548924153905,gallons_per_minute,,hardware
OM-FM,flow,8042.536234681,1780042731.4367006,0.7802254891664373,,-0.1853860390646507,gallons_per_minute,,hardware
OM-PT,pressure,8042.537785624,1780042731.4382517,0.7779587242554098,,69.48968106385244,psi,,hardware
FM-PT,pressure,8042.539169402,1780042731.4396355,0.7917625655844885,,72.94064139612213,psi,,hardware
FM-FM,flow,8042.54295176,1780042731.4434175,0.7774026128533618,,-0.2118505044997339,gallons_per_minute,,hardware
OM-FM,flow,8042.54436476,1780042731.4448307,0.7801420426538042,,-0.18616835012058644,gallons_per_minute,,hardware
OM-PT,pressure,8042.546033812,1780042731.4464996,0.7762111158622641,,69.05277896556602,psi,,hardware
FM-PT,pressure,8042.546906042,1780042731.447372,0.793227647927719,,73.30691198192976,psi,,hardware
FM-FM,flow,8042.551090099,1780042731.4515562,0.7773817512252035,,-0.21204608226371782,gallons_per_minute,,hardware
OM-FM,flow,8042.552499414,1780042731.4529653,0.7802767491670548,,-0.1849054765588616,gallons_per_minute,,hardware
OM-PT,pressure,8042.554174781,1780042731.4546406,0.7768542500560582,,69.21356251401455,psi,,hardware
FM-PT,pressure,8042.555547726,1780042731.4560137,0.7943219893362509,,73.58049733406271,psi,,hardware
FM-FM,flow,8042.559223382,1780042731.4596894,0.7773370477362929,,-0.21246517747225482,gallons_per_minute,,hardware
OM-FM,flow,8042.560629474,1780042731.4610953,0.7803637719588008,,-0.1840896378862429,gallons_per_minute,,hardware
OM-PT,pressure,8042.56238297,1780042731.4628487,0.7762528391185807,,69.06320977964516,psi,,hardware
FM-PT,pressure,8042.563759248,1780042731.464225,0.7916612376762912,,72.91530941907278,psi,,hardware
FM-FM,flow,8042.567354368,1780042731.4678206,0.7772172423860124,,-0.213588352631134,gallons_per_minute,,hardware
OM-FM,flow,8042.568759869,1780042731.4692256,0.7802713847483855,,-0.18495576798388605,gallons_per_minute,,hardware
OM-PT,pressure,8042.570605493,1780042731.4710712,0.777100417268326,,69.2751043170815,psi,,hardware
FM-PT,pressure,8042.571979901,1780042731.4724457,0.7689292155419846,,67.23230388549614,psi,,hardware
FM-FM,flow,8042.575483948,1780042731.4759498,0.7771230670360407,,-0.2144712465371186,gallons_per_minute,,hardware
OM-FM,flow,8042.576890781,1780042731.4773564,0.7799751496285379,,-0.1877329722324579,gallons_per_minute,,hardware
OM-PT,pressure,8042.578840293,1780042731.4793062,0.7427341631334022,,60.68354078335056,psi,,hardware
FM-PT,pressure,8042.580215664,1780042731.4806814,0.7669652422625116,,66.7413105656279,psi,,hardware
FM-FM,flow,8042.583614083,1780042731.4840798,0.7775242063431986,,-0.21071056553251324,gallons_per_minute,,hardware
OM-FM,flow,8042.585017657,1780042731.4854834,0.7807488180099509,,-0.18047983115671087,gallons_per_minute,,hardware
OM-PT,pressure,8042.587048223,1780042731.487514,0.7644195275806818,,66.10488189517044,psi,,hardware
FM-PT,pressure,8042.587918545,1780042731.4883845,0.7769371005221726,,69.23427513054314,psi,,hardware
FM-FM,flow,8042.591753458,1780042731.4922202,0.7773245307593979,,-0.21258252413064518,gallons_per_minute,,hardware
OM-FM,flow,8042.593220939,1780042731.4936867,0.7801855540496772,,-0.1857604307842771,gallons_per_minute,,hardware
OM-PT,pressure,8042.595190599,1780042731.4956565,0.7579977223870424,,64.4994305967606,psi,,hardware
FM-PT,pressure,8042.598084117,1780042731.49855,0.7735902993190645,,68.39757482976613,psi,,hardware
FM-FM,flow,8042.599943852,1780042731.5004096,0.7773132058755405,,-0.2126886949168079,gallons_per_minute,,hardware
OM-FM,flow,8042.601363629,1780042731.5018296,0.7801599240493684,,-0.18600071203717164,gallons_per_minute,,hardware
OM-PT,pressure,8042.6033644,1780042731.5038302,0.756360978646395,,64.09024466159875,psi,,hardware
FM-PT,pressure,8042.60575672,1780042731.5062225,0.7726396051215655,,68.15990128039137,psi,,hardware
FM-FM,flow,8042.608092986,1780042731.5085588,0.7773710223878649,,-0.2121466651137667,gallons_per_minute,,hardware
OM-FM,flow,8042.609500486,1780042731.5099664,0.7801700568401881,,-0.18590571712323659,gallons_per_minute,,hardware
OM-PT,pressure,8042.611511627,1780042731.5119777,0.7581431577376316,,64.5357894344079,psi,,hardware
FM-PT,pressure,8042.613252715,1780042731.5137186,0.7707030499819577,,67.67576249548942,psi,,hardware
FM-FM,flow,8042.616227825,1780042731.5166938,0.7773877116903916,,-0.21199020290257956,gallons_per_minute,,hardware
OM-FM,flow,8042.617630973,1780042731.518097,0.7802856898648369,,-0.1848216575171542,gallons_per_minute,,hardware
OM-PT,pressure,8042.619655706,1780042731.5201216,0.7583118389024543,,64.57795972561358,psi,,hardware
FM-PT,pressure,8042.621031522,1780042731.5214972,0.7686133108870162,,67.15332772175405,psi,,hardware
FM-FM,flow,8042.624358404,1780042731.5248244,0.7772524091306221,,-0.2132586644004182,gallons_per_minute,,hardware
OM-FM,flow,8042.625865792,1780042731.5263317,0.7801283335838716,,-0.18629687265120445,gallons_per_minute,,hardware
OM-PT,pressure,8042.627866247,1780042731.528332,0.7586897323953787,,64.67243309884468,psi,,hardware
FM-PT,pressure,8042.629238952,1780042731.5297048,0.7758159370202943,,68.95398425507356,psi,,hardware
FM-FM,flow,8042.633141605,1780042731.5336077,0.7774771186682128,,-0.21115201248550555,gallons_per_minute,,hardware
OM-FM,flow,8042.634593086,1780042731.535059,0.7802064156778354,,-0.18556485302029316,gallons_per_minute,,hardware
OM-PT,pressure,8042.636045845,1780042731.536512,0.7591397475170789,,64.78493687926972,psi,,hardware
FM-PT,pressure,8042.636941518,1780042731.5374074,0.7740939586274574,,68.52348965686436,psi,,hardware
FM-FM,flow,8042.641320091,1780042731.5417862,0.7773185702942098,,-0.21263840349178345,gallons_per_minute,,hardware
OM-FM,flow,8042.642728424,1780042731.5431943,0.7802332377711818,,-0.18531339589517096,gallons_per_minute,,hardware
OM-PT,pressure,8042.644135758,1780042731.5446017,0.7583654830891471,,64.59137077228677,psi,,hardware
FM-PT,pressure,8042.645507333,1780042731.5459733,0.7742435663036783,,68.56089157591957,psi,,hardware
FM-FM,flow,8042.649454596,1780042731.5499206,0.7769680949411506,,-0.21592410992671354,gallons_per_minute,,hardware
OM-FM,flow,8042.650864985,1780042731.5513308,0.7802117800965047,,-0.18551456159526872,gallons_per_minute,,hardware
OM-PT,pressure,8042.652269578,1780042731.5527356,0.753418296983039,,63.35457424575974,psi,,hardware
FM-PT,pressure,8042.653642486,1780042731.5541084,0.7679749450653727,,66.99373626634316,psi,,hardware
FM-FM,flow,8042.657590786,1780042731.5580566,0.7775516244830638,,-0.21045352047127722,gallons_per_minute,,hardware
OM-FM,flow,8042.658996842,1780042731.5594625,0.7801462149794358,,-0.18612923456778965,gallons_per_minute,,hardware
OM-PT,pressure,8042.660404417,1780042731.5608704,0.7515186967275973,,62.879674181899325,psi,,hardware
