sensor_name,sensor_kind,t_monotonic,t_wall,Voltage 1,Voltage 2,value,units,filtered_value,source
FM-PT,pressure,6130.880122775,1780040819.7805896,0.7941866867764814,,73.54667169412035,psi,,hardware
FM-FM,flow,6130.881235871,1780040819.781703,0.7770992251752884,,-0.21469476398167167,gallons_per_minute,,hardware
OM-FM,flow,6130.884134907,1780040819.7846014,0.7800407147456068,,-0.18711829925993698,gallons_per_minute,,hardware
OM-PT,pressure,6130.885560203,1780040819.7860265,0.7775486442504698,,69.38716106261744,psi,,hardware
FM-PT,pressure,6130.889112379,1780040819.7895782,0.7892025457862074,,72.30063644655185,psi,,hardware
FM-FM,flow,6130.890854615,1780040819.7913203,0.7771975728508917,,-0.21377275452289027,gallons_per_minute,,hardware
OM-FM,flow,6130.892279745,1780040819.7927456,0.780235621957257,,-0.18529104415071565,gallons_per_minute,,hardware
OM-PT,pressure,6130.893688374,1780040819.7941542,0.7733387676881275,,68.33469192203187,psi,,hardware
FM-PT,pressure,6130.896928906,1780040819.7973948,0.7895160662551005,,72.37901656377512,psi,,hardware
FM-FM,flow,6130.899004601,1780040819.7994704,0.7773060533173148,,-0.2127557501501738,gallons_per_minute,,hardware
OM-FM,flow,6130.900433082,1780040819.8008988,0.7800550198620582,,-0.18698418879320514,gallons_per_minute,,hardware
OM-PT,pressure,6130.9018421,1780040819.802308,0.7814187742970913,,70.35469357427282,psi,,hardware
FM-PT,pressure,6130.904431603,1780040819.8048975,0.8143408077169427,,78.58520192923568,psi,,hardware
FM-FM,flow,6130.907156586,1780040819.8076224,0.7771773072692523,,-0.21396274435076038,gallons_per_minute,,hardware
OM-FM,flow,6130.908583049,1780040819.809049,0.7802052235847978,,-0.1855760288925208,gallons_per_minute,,hardware
OM-PT,pressure,6130.909988993,1780040819.8104548,0.798722004738093,,74.68050118452324,psi,,hardware
FM-PT,pressure,6130.911925653,1780040819.8123915,0.8127010837437014,,78.17527093592535,psi,,hardware
FM-FM,flow,6130.915308831,1780040819.8157747,0.7779241535573189,,-0.20696106040013554,gallons_per_minute,,hardware
OM-FM,flow,6130.91672872,1780040819.8171945,0.7801539635841803,,-0.1860565913983099,gallons_per_minute,,hardware
OM-PT,pressure,6130.918142312,1780040819.818608,0.7688886843787056,,67.2221710946764,psi,,hardware
FM-PT,pressure,6130.919516016,1780040819.8199818,0.8078272113594069,,76.95680283985173,psi,,hardware
FM-FM,flow,6130.923453613,1780040819.8239193,0.7772148581999372,,-0.2136107043755893,gallons_per_minute,,hardware
OM-FM,flow,6130.924870946,1780040819.825337,0.78027913335313,,-0.1848831248144063,gallons_per_minute,,hardware
OM-PT,pressure,6130.92628839,1780040819.8267546,0.7964230533150498,,74.10576332876245,psi,,hardware
FM-PT,pressure,6130.927671335,1780040819.8281372,0.812469221647885,,78.11730541197126,psi,,hardware
FM-FM,flow,6130.93159858,1780040819.8320649,0.7771814795948839,,-0.2139236287979636,gallons_per_minute,,hardware
OM-FM,flow,6130.933873902,1780040819.83434,0.7799471354421539,,-0.18799560522980777,gallons_per_minute,,hardware
OM-PT,pressure,6130.935409085,1780040819.8358753,0.7961578126141802,,74.03945315354504,psi,,hardware
FM-PT,pressure,6130.935523287,1780040819.8359892,0.8110917581429193,,77.77293953572983,psi,,hardware
FM-FM,flow,6130.940596221,1780040819.8410633,0.7772947284334575,,-0.21286192093633652,gallons_per_minute,,hardware
OM-FM,flow,6130.942077053,1780040819.8425446,0.7800842261414798,,-0.18671037992362763,gallons_per_minute,,hardware
OM-PT,pressure,6130.943548293,1780040819.8440146,0.7947231286434088,,73.68078216085219,psi,,hardware
FM-PT,pressure,6130.944426022,1780040819.8448918,0.8112616314007797,,77.81540785019492,psi,,hardware
FM-FM,flow,6130.948780539,1780040819.8492465,0.7760537595812987,,-0.2244960039253247,gallons_per_minute,,hardware
OM-FM,flow,6130.950207631,1780040819.8506734,0.7801372742816537,,-0.18621305360949705,gallons_per_minute,,hardware
OM-PT,pressure,6130.951637464,1780040819.8521035,0.7665980776069257,,66.64951940173141,psi,,hardware
FM-PT,pressure,6130.953060557,1780040819.8535266,0.7844091396819519,,71.10228492048797,psi,,hardware
FM-FM,flow,6130.956916025,1780040819.8573823,0.777227971223351,,-0.2134877697810851,gallons_per_minute,,hardware
OM-FM,flow,6130.958328043,1780040819.858794,0.7800496554433889,,-0.18703448021822958,gallons_per_minute,,hardware
OM-PT,pressure,6130.959944707,1780040819.8604107,0.7703275406751086,,67.58188516877713,psi,,hardware
FM-PT,pressure,6130.961375707,1780040819.8618417,0.7644833045581942,,66.12082613954856,psi,,hardware
FM-FM,flow,6130.965053696,1780040819.8655195,0.7772255870372757,,-0.21351012152554041,gallons_per_minute,,hardware
OM-FM,flow,6130.966557657,1780040819.867024,0.7801527714911427,,-0.18606776727053756,gallons_per_minute,,hardware
OM-PT,pressure,6130.968151655,1780040819.868618,0.7800442910247196,,70.0110727561799,psi,,hardware
FM-PT,pressure,6130.9692044,1780040819.8696709,0.794725512829484,,73.681378207371,psi,,hardware
FM-FM,flow,6130.973293087,1780040819.8737593,0.777233931688539,,-0.21343189041994684,gallons_per_minute,,hardware
OM-FM,flow,6130.974887455,1780040819.8753536,0.7798571324178138,,-0.1888393835829956,gallons_per_minute,,hardware
FM-PT,pressure,6130.978223745,1780040819.8786905,0.7945711367811127,,73.64278419527817,psi,,hardware
OM-PT,pressure,6130.978750293,1780040819.8792167,0.7804072833546738,,70.10182083866844,psi,,hardware
FM-FM,flow,6130.981597126,1780040819.8820639,0.7772267791303133,,-0.21349894565331276,gallons_per_minute,,hardware
OM-FM,flow,6130.985486871,1780040819.885954,0.7801867461427148,,-0.18574925491204944,gallons_per_minute,,hardware
FM-PT,pressure,6130.988047264,1780040819.8885138,0.7935441486292062,,73.38603715730154,psi,,hardware
OM-PT,pressure,6130.988740477,1780040819.889207,0.78132936731927,,70.33234182981751,psi,,hardware
FM-FM,flow,6130.990940318,1780040819.8914065,0.7771790954088087,,-0.2139459805424189,gallons_per_minute,,hardware
OM-FM,flow,6130.993801855,1780040819.8942683,0.7805169559141345,,-0.18265353830498945,gallons_per_minute,,hardware
FM-PT,pressure,6130.996051307,1780040819.8965175,0.792410468150433,,73.10261703760825,psi,,hardware
OM-PT,pressure,6130.997662656,1780040819.898129,0.7706476176557086,,67.66190441392713,psi,,hardware
FM-FM,flow,6130.999230413,1780040819.8996966,0.7770640584306787,,-0.21502445221238745,gallons_per_minute,,hardware
OM-FM,flow,6131.002188726,1780040819.9026551,0.7801062798626757,,-0.18650362628741604,gallons_per_minute,,hardware
FM-PT,pressure,6131.004123756,1780040819.9045904,0.7936001770019742,,73.40004425049354,psi,,hardware
OM-PT,pressure,6131.005957176,1780040819.9064236,0.7808185554526514,,70.20463886316286,psi,,hardware
FM-FM,flow,6131.0075351,1780040819.9080014,0.7758481235323099,,-0.2264238418845949,gallons_per_minute,,hardware
OM-FM,flow,6131.010498191,1780040819.9109645,0.7802964187021755,,-0.18472107466710533,gallons_per_minute,,hardware
FM-PT,pressure,6131.012030004,1780040819.9124966,0.7686687432132654,,67.16718580331634,psi,,hardware
OM-PT,pressure,6131.014253586,1780040819.91472,0.7535822097757112,,63.395552443927805,psi,,hardware
FM-FM,flow,6131.01583238,1780040819.9162984,0.7772553893632161,,-0.21323072471984908,gallons_per_minute,,hardware
OM-FM,flow,6131.018978913,1780040819.9194453,0.7802618480040846,,-0.18504517496170728,gallons_per_minute,,hardware
FM-PT,pressure,6131.020491282,1780040819.9209573,0.7668275555166669,,66.70688887916673,psi,,hardware
OM-PT,pressure,6131.022552866,1780040819.9230192,0.7594353865904078,,64.85884664760194,psi,,hardware
FM-FM,flow,6131.024159437,1780040819.9246256,0.7769740554063387,,-0.21586823056557528,gallons_per_minute,,hardware
OM-FM,flow,6131.027440024,1780040819.9279063,0.780089590560149,,-0.1866600884986032,gallons_per_minute,,hardware
FM-PT,pressure,6131.028950615,1780040819.929417,0.7801289296303904,,70.03223240759759,psi,,hardware
OM-PT,pressure,6131.030882849,1780040819.9313493,0.7604731035796528,,65.1182758949132,psi,,hardware
FM-FM,flow,6131.035116386,1780040819.9355829,0.7770944568031379,,-0.21473946747058228,gallons_per_minute,,hardware
