sensor_name,sensor_kind,t_monotonic,t_wall,Voltage 1,Voltage 2,value,units,filtered_value,source
FM-PT,pressure,6749.439899285,1780041438.3403666,0.8103437197618151,,77.58592994045377,psi,,hardware
FM-FM,flow,6749.440326039,1780041438.3407927,0.777112934245221,,-0.21456624145105366,gallons_per_minute,,hardware
OM-FM,flow,6749.444415356,1780041438.344882,0.7802660203297163,,-0.1850060594089105,gallons_per_minute,,hardware
OM-PT,pressure,6749.445892003,1780041438.346358,0.7953042739992467,,73.82606849981168,psi,,hardware
FM-PT,pressure,6749.450805365,1780041438.3512712,0.764950008982421,,66.23750224560526,psi,,hardware
FM-FM,flow,6749.451201656,1780041438.3516676,0.7786286805425502,,-0.2003561199135924,gallons_per_minute,,hardware
OM-FM,flow,6749.453125872,1780041438.353592,0.7802880740509122,,-0.1847993057726989,gallons_per_minute,,hardware
OM-PT,pressure,6749.454541298,1780041438.3550072,0.7920146932619444,,73.0036733154861,psi,,hardware
FM-PT,pressure,6749.458469099,1780041438.358935,0.8112759365172311,,77.81898412930776,psi,,hardware
FM-FM,flow,6749.459849173,1780041438.3603148,0.7772530051771409,,-0.2132530764643044,gallons_per_minute,,hardware
OM-FM,flow,6749.461259229,1780041438.361725,0.7805622554495639,,-0.18222885516033863,gallons_per_minute,,hardware
OM-PT,pressure,6749.462664526,1780041438.3631303,0.7948572391101406,,73.71430977753515,psi,,hardware
FM-PT,pressure,6749.46595776,1780041438.3664236,0.8052779203984641,,76.31948009961603,psi,,hardware
FM-FM,flow,6749.467984067,1780041438.3684502,0.777168962617989,,-0.21404097545635395,gallons_per_minute,,hardware
OM-FM,flow,6749.469413104,1780041438.369879,0.7802117800965047,,-0.18551456159526872,gallons_per_minute,,hardware
OM-PT,pressure,6749.470820641,1780041438.3712866,0.7932264558346814,,73.30661395867035,psi,,hardware
FM-PT,pressure,6749.473454144,1780041438.37392,0.8112777246567875,,77.81943116419687,psi,,hardware
FM-FM,flow,6749.47613985,1780041438.3766057,0.7773036691312396,,-0.21277810189462912,gallons_per_minute,,hardware
OM-FM,flow,6749.477565035,1780041438.3780308,0.780148599165511,,-0.18610688282333435,gallons_per_minute,,hardware
OM-PT,pressure,6749.478972072,1780041438.379438,0.790763591618966,,72.6908979047415,psi,,hardware
FM-PT,pressure,6749.480950547,1780041438.3814166,0.8130694404923249,,78.26736012308122,psi,,hardware
