sensor_name,sensor_kind,t_monotonic,t_wall,raw_value,value,units,status,message,filtered_value,sequence,source
IC-PT1,pressure,17223.03157664,1779237646.1599019,976933,1.6459502751767952,psi,OK,,,,hardware
IC-PT2,pressure,17223.149891512,1779237646.2782173,915884,0.9181893966423749,psi,OK,,,,hardware
IC-PT3,pressure,17223.268249666,1779237646.396574,719271,-1.4256204874063116,psi,OK,,,,hardware
IC-PT4,pressure,17223.386362559,1779237646.514688,874223,0.4215515162410166,psi,OK,,,,hardware
IC-PT5,pressure,17223.504598108,1779237646.6329224,912237,0.874713763560504,psi,OK,,,,hardware
IC-PT6,pressure,17223.622821002,1779237646.7511454,1054130,2.5662103374255096,psi,OK,,,,hardware
IC-PT1,pressure,17223.741294989,1779237646.8696182,977131,1.6483106193912755,psi,OK,,,,hardware
IC-PT2,pressure,17223.859739705,1779237646.9880645,917545,0.9379900619971826,psi,OK,,,,hardware
IC-PT3,pressure,17223.977899578,1779237647.1062245,720402,-1.4121379151508706,psi,OK,,,,hardware
IC-PT4,pressure,17224.096467523,1779237647.2247918,874043,0.41940574877330716,psi,OK,,,,hardware
IC-PT5,pressure,17224.215048855,1779237647.343374,912610,0.879160270590813,psi,OK,,,,hardware
IC-PT6,pressure,17224.331020754,1779237647.4593444,1054818,2.57441193752431,psi,OK,,,,hardware
IC-PT1,pressure,17224.447091559,1779237647.5754154,975520,1.629106000555276,psi,OK,,,,hardware
IC-PT2,pressure,17224.564941066,1779237647.693266,918137,0.9450472527798714,psi,OK,,,,hardware
IC-PT3,pressure,17224.683479481,1779237647.8118036,720121,-1.4154876965865726,psi,OK,,,,hardware
IC-PT4,pressure,17224.801717322,1779237647.9300413,874193,0.4211938883297317,psi,OK,,,,hardware
IC-PT5,pressure,17224.919773236,1779237648.0480978,912725,0.8805311775840718,psi,OK,,,,hardware
IC-PT6,pressure,17225.037741337,1779237648.1660652,1057412,2.605334830920081,psi,OK,,,,hardware
IC-PT1,pressure,17225.156099751,1779237648.2844234,978043,1.6591825078943367,psi,OK,,,,hardware
IC-PT2,pressure,17225.274320925,1779237648.4026453,918236,0.9462274248871116,psi,OK,,,,hardware
IC-PT3,pressure,17225.393426997,1779237648.5217524,719387,-1.4242376594826767,psi,OK,,,,hardware
IC-PT4,pressure,17225.512206141,1779237648.6405313,873579,0.41387443707876725,psi,OK,,,,hardware
IC-PT5,pressure,17225.63035268,1779237648.7586765,912436,0.8770860287053606,psi,OK,,,,hardware
IC-PT6,pressure,17225.748734428,1779237648.8770587,1057660,2.6082912216533694,psi,OK,,,,hardware
IC-PT1,pressure,17225.867280447,1779237648.9956045,977579,1.6536511961997968,psi,OK,,,,hardware
IC-PT2,pressure,17225.986076414,1779237649.1144016,916787,0.9289539967720506,psi,OK,,,,hardware
IC-PT3,pressure,17226.106068894,1779237649.2343934,719107,-1.4275755199880025,psi,OK,,,,hardware
IC-PT4,pressure,17226.224363454,1779237649.3526876,874118,0.42029981855151943,psi,OK,,,,hardware
IC-PT5,pressure,17226.343003952,1779237649.4713292,912301,0.8754767031045785,psi,OK,,,,hardware
IC-PT6,pressure,17226.461564502,1779237649.5898888,1056536,2.5948920959105592,psi,OK,,,,hardware
IC-PT1,pressure,17226.580099531,1779237649.7084234,977410,1.6516365589662252,psi,OK,,,,hardware
IC-PT2,pressure,17226.698541487,1779237649.8268657,917251,0.9344853084665905,psi,OK,,,,hardware
IC-PT3,pressure,17226.816609744,1779237649.9449348,719335,-1.4248575478622372,psi,OK,,,,hardware
IC-PT4,pressure,17226.935130086,1779237650.063454,873871,0.417355348748607,psi,OK,,,,hardware
IC-PT5,pressure,17227.053191156,1779237650.1815155,913046,0.8843577962348204,psi,OK,,,,hardware
IC-PT6,pressure,17227.171419257,1779237650.2997434,1055017,2.5767842026691667,psi,OK,,,,hardware
IC-PT1,pressure,17227.289831057,1779237650.4181547,977476,1.652423340371052,psi,OK,,,,hardware
IC-PT2,pressure,17227.409285463,1779237650.5376115,917707,0.9399212527181211,psi,OK,,,,hardware
IC-PT3,pressure,17227.52836492,1779237650.656689,719631,-1.4213289524708927,psi,OK,,,,hardware
IC-PT4,pressure,17227.643651506,1779237650.7719743,874620,0.42628412560035356,psi,OK,,,,hardware
IC-PT5,pressure,17227.757513869,1779237650.8858368,912562,0.8785880659327572,psi,OK,,,,hardware
IC-PT6,pressure,17227.873739154,1779237651.002064,1056726,2.5971570726820303,psi,OK,,,,hardware
IC-PT1,pressure,17227.992147256,1779237651.1204712,977693,1.6550101822626795,psi,OK,,,,hardware
IC-PT2,pressure,17228.110558743,1779237651.238883,916655,0.927380433962397,psi,OK,,,,hardware
IC-PT3,pressure,17228.229325439,1779237651.3576496,720190,-1.4146651523906173,psi,OK,,,,hardware
IC-PT4,pressure,17228.34729229,1779237651.4756176,874908,0.4297173535486887,psi,OK,,,,hardware
IC-PT5,pressure,17228.465251277,1779237651.593576,912844,0.8819497682988353,psi,OK,,,,hardware
IC-PT6,pressure,17228.583285472,1779237651.7116098,1057538,2.6068368681474774,psi,OK,,,,hardware
IC-PT1,pressure,17228.701816022,1779237651.8301396,977320,1.6505636752323705,psi,OK,,,,hardware
IC-PT2,pressure,17228.8198373,1779237651.9481618,918665,0.9513415040184858,psi,OK,,,,hardware
IC-PT3,pressure,17228.938562277,1779237652.0668864,720067,-1.4161314268268854,psi,OK,,,,hardware
IC-PT4,pressure,17229.058570903,1779237652.186896,874305,0.422529032531862,psi,OK,,,,hardware
IC-PT5,pressure,17229.176340722,1779237652.304665,912534,0.8782542798822246,psi,OK,,,,hardware
IC-PT6,pressure,17229.294314344,1779237652.4226387,1055925,2.5876084074507233,psi,OK,,,,hardware
IC-PT1,pressure,17229.412715154,1779237652.541039,978448,1.664010484696683,psi,OK,,,,hardware
IC-PT2,pressure,17229.533606282,1779237652.6619306,917392,0.9361661596496296,psi,OK,,,,hardware
IC-PT3,pressure,17229.651520372,1779237652.7798445,720435,-1.4117445244484572,psi,OK,,,,hardware
IC-PT4,pressure,17229.769697224,1779237652.898022,874382,0.4234469441708266,psi,OK,,,,hardware
IC-PT5,pressure,17229.890599497,1779237653.018925,912331,0.8758343310158634,psi,OK,,,,hardware
IC-PT6,pressure,17230.00862864,1779237653.136964,1057695,2.608708454216535,psi,OK,,,,hardware
IC-PT1,pressure,17230.129085183,1779237653.2574086,977086,1.6477741775243482,psi,OK,,,,hardware
IC-PT2,pressure,17230.247129222,1779237653.3754604,917282,0.9348548573082516,psi,OK,,,,hardware
IC-PT3,pressure,17230.365498886,1779237653.4938247,720225,-1.4142479198274516,psi,OK,,,,hardware
IC-PT4,pressure,17230.484078655,1779237653.612403,874215,0.4214561487980073,psi,OK,,,,hardware
IC-PT5,pressure,17230.602324569,1779237653.7306488,912295,0.8754051775223215,psi,OK,,,,hardware
IC-PT6,pressure,17230.720355691,1779237653.8486805,1057012,2.6005664587696153,psi,OK,,,,hardware
IC-PT1,pressure,17230.838864366,1779237653.9671886,975046,1.6234554795569744,psi,OK,,,,hardware
IC-PT2,pressure,17230.95435793,1779237654.0826817,918755,0.9524143877523406,psi,OK,,,,hardware
IC-PT3,pressure,17231.070432538,1779237654.198757,721579,-1.398106980098126,psi,OK,,,,hardware
IC-PT4,pressure,17231.18875189,1779237654.3170762,874845,0.42896633493499037,psi,OK,,,,hardware
IC-PT5,pressure,17231.306463584,1779237654.4347878,912545,0.8783854101163624,psi,OK,,,,hardware
IC-PT6,pressure,17231.424561112,1779237654.5528867,1056124,2.58998067259558,psi,OK,,,,hardware
IC-PT1,pressure,17231.542430984,1779237654.670755,977258,1.6498245775490483,psi,OK,,,,hardware
IC-PT2,pressure,17231.660526064,1779237654.7888505,915410,0.9125388756440733,psi,OK,,,,hardware
IC-PT3,pressure,17231.778764113,1779237654.907088,719447,-1.4235224036601068,psi,OK,,,,hardware
IC-PT4,pressure,17231.896463099,1779237655.0247884,874616,0.4262364418788489,psi,OK,,,,hardware
IC-PT5,pressure,17232.014374742,1779237655.1427004,912553,0.8784807775593717,psi,OK,,,,hardware
IC-PT6,pressure,17232.134317117,1779237655.2626412,1056449,2.593854974967833,psi,OK,,,,hardware
IC-PT1,pressure,17232.252229489,1779237655.3805535,975684,1.6310610331369668,psi,OK,,,,hardware
IC-PT2,pressure,17232.370595091,1779237655.498921,916577,0.9264506013930562,psi,OK,,,,hardware
IC-PT3,pressure,17232.488663504,1779237655.6169882,723106,-1.3799037194137243,psi,OK,,,,hardware
IC-PT4,pressure,17232.607132231,1779237655.7354565,874180,0.4210389162348416,psi,OK,,,,hardware
IC-PT5,pressure,17232.727593358,1779237655.8559165,912906,0.8826888659821575,psi,OK,,,,hardware
IC-PT6,pressure,17232.845407813,1779237655.9737322,1055467,2.5821486213384404,psi,OK,,,,hardware
IC-PT1,pressure,17232.963205497,1779237656.0915298,976994,1.6466774519297411,psi,OK,,,,hardware
IC-PT2,pressure,17233.081735995,1779237656.2100601,916146,0.9213126804009297,psi,OK,,,,hardware
IC-PT3,pressure,17233.199671804,1779237656.3279963,723729,-1.3724769797893743,psi,OK,,,,hardware
IC-PT4,pressure,17233.317963343,1779237656.446289,874425,0.42395954417700166,psi,OK,,,,hardware
IC-PT5,pressure,17233.436973946,1779237656.565298,913037,0.8842505078614349,psi,OK,,,,hardware
IC-PT6,pressure,17233.554800953,1779237656.6831262,1056257,2.5915661563356096,psi,OK,,,,hardware
IC-PT1,pressure,17233.673256034,1779237656.8015797,976495,1.6407289076720355,psi,OK,,,,hardware
IC-PT2,pressure,17233.791064187,1779237656.9193888,917248,0.934449545675462,psi,OK,,,,hardware
IC-PT3,pressure,17233.909607914,1779237657.0379333,722392,-1.388415263702305,psi,OK,,,,hardware
IC-PT4,pressure,17234.028420079,1779237657.1567442,874587,0.42589073489794016,psi,OK,,,,hardware
IC-PT5,pressure,17234.143932446,1779237657.2722554,912760,0.8809484101472376,psi,OK,,,,hardware
IC-PT6,pressure,17234.260227158,1779237657.3885517,1057213,2.6029625657752242,psi,OK,,,,hardware
IC-PT1,pressure,17234.378807968,1779237657.507132,976413,1.63975139138119,psi,OK,,,,hardware
IC-PT2,pressure,17234.497091591,1779237657.6254156,915730,0.9163535733644457,psi,OK,,,,hardware
IC-PT3,pressure,17234.615470109,1779237657.7437947,723692,-1.3729180542132924,psi,OK,,,,hardware
IC-PT4,pressure,17234.733889461,1779237657.8622134,874208,0.42137270228537416,psi,OK,,,,hardware
IC-PT5,pressure,17234.852247823,1779237657.980574,912649,0.8796251868754834,psi,OK,,,,hardware
IC-PT6,pressure,17234.97227723,1779237658.100602,1056623,2.5959292168532855,psi,OK,,,,hardware
IC-PT1,pressure,17235.090700853,1779237658.2190247,976782,1.6441502146899944,psi,OK,,,,hardware
IC-PT2,pressure,17235.208774631,1779237658.3370988,918600,0.9505666435440352,psi,OK,,,,hardware
IC-PT3,pressure,17235.328452319,1779237658.4567766,724238,-1.366409226227907,psi,OK,,,,hardware
IC-PT4,pressure,17235.446699535,1779237658.5750234,874288,0.42232637671546724,psi,OK,,,,hardware
IC-PT5,pressure,17235.565028105,1779237658.6933522,911995,0.8718288984094724,psi,OK,,,,hardware
IC-PT6,pressure,17235.682825008,1779237658.811149,1057029,2.60076911458601,psi,OK,,,,hardware
IC-PT1,pressure,17235.80126686,1779237658.9295912,975441,1.628164247055559,psi,OK,,,,hardware
IC-PT2,pressure,17235.919098814,1779237659.0474236,916405,0.9244002013683561,psi,OK,,,,hardware
IC-PT3,pressure,17236.037562333,1779237659.1658866,724935,-1.358100337755721,psi,OK,,,,hardware
IC-PT4,pressure,17236.155725539,1779237659.2840495,874255,0.42193298601305385,psi,OK,,,,hardware
IC-PT5,pressure,17236.273742702,1779237659.402067,912686,0.8800662612994015,psi,OK,,,,hardware
IC-PT6,pressure,17236.392291325,1779237659.520616,1057305,2.6040592913698313,psi,OK,,,,hardware
IC-PT1,pressure,17236.510125311,1779237659.6384492,974765,1.6201056981212725,psi,OK,,,,hardware
IC-PT2,pressure,17236.628603621,1779237659.7569282,917604,0.9386933968893763,psi,OK,,,,hardware
IC-PT3,pressure,17236.746816462,1779237659.8751407,724011,-1.3691152774232962,psi,OK,,,,hardware
IC-PT4,pressure,17236.864562948,1779237659.9928875,874453,0.42429333022753424,psi,OK,,,,hardware
IC-PT5,pressure,17236.982781518,1779237660.1111062,912283,0.8752621263578075,psi,OK,,,,hardware
IC-PT6,pressure,17237.100449983,1779237660.228774,1055571,2.5833883980975614,psi,OK,,,,hardware
IC-PT1,pressure,17237.218749387,1779237660.347073,975106,1.6241707353795443,psi,OK,,,,hardware
IC-PT2,pressure,17237.337031916,1779237660.4653575,916187,0.9218014385463524,psi,OK,,,,hardware
IC-PT3,pressure,17237.452926679,1779237660.5812497,722919,-1.3821329333940668,psi,OK,,,,hardware
IC-PT4,pressure,17237.569385558,1779237660.69771,874962,0.4303610837890015,psi,OK,,,,hardware
IC-PT5,pressure,17237.687699337,1779237660.8160236,913076,0.8847154241461053,psi,OK,,,,hardware
IC-PT6,pressure,17237.805911136,1779237660.9342356,1056740,2.5973239657072966,psi,OK,,,,hardware
IC-PT1,pressure,17237.928474923,1779237661.056798,976330,1.6387619541599685,psi,OK,,,,hardware
IC-PT2,pressure,17238.046594952,1779237661.1749206,917507,0.9375370666428884,psi,OK,,,,hardware
IC-PT3,pressure,17238.16489748,1779237661.2932224,724097,-1.3680900774109461,psi,OK,,,,hardware
IC-PT4,pressure,17238.283163915,1779237661.4114883,874815,0.42860870702370546,psi,OK,,,,hardware
IC-PT5,pressure,17238.401316652,1779237661.5296419,912138,0.8735335914532638,psi,OK,,,,hardware
IC-PT6,pressure,17238.51956741,1779237661.647892,1056468,2.59408147264498,psi,OK,,,,hardware
IC-PT1,pressure,17238.637956241,1779237661.76628,976776,1.6440786891077375,psi,OK,,,,hardware
IC-PT2,pressure,17238.756124342,1779237661.8844488,917678,0.9395755457372124,psi,OK,,,,hardware
IC-PT3,pressure,17238.8746601,1779237662.002986,725458,-1.3518656911689864,psi,OK,,,,hardware
IC-PT4,pressure,17238.993182577,1779237662.1215076,874740,0.4277146372454932,psi,OK,,,,hardware
IC-PT5,pressure,17239.111918232,1779237662.2402437,912592,0.8789456938440421,psi,OK,,,,hardware
IC-PT6,pressure,17239.230504094,1779237662.3588278,1055410,2.581469128306999,psi,OK,,,,hardware
IC-PT1,pressure,17239.349367249,1779237662.4776914,977082,1.6477264938028435,psi,OK,,,,hardware
IC-PT2,pressure,17239.467832747,1779237662.5961568,916823,0.9293831502655925,psi,OK,,,,hardware
IC-PT3,pressure,17239.586263609,1779237662.714588,725333,-1.3533558074660068,psi,OK,,,,hardware
IC-PT4,pressure,17239.704300825,1779237662.8326252,874735,0.42765503259361237,psi,OK,,,,hardware
IC-PT5,pressure,17239.822310801,1779237662.950635,912777,0.8811510659636324,psi,OK,,,,hardware
IC-PT6,pressure,17239.940713955,1779237663.0690386,1057857,2.6106396449374736,psi,OK,,,,hardware
IC-PT1,pressure,17240.059116067,1779237663.18744,975790,1.6323246517568402,psi,OK,,,,hardware
IC-PT2,pressure,17240.177259481,1779237663.3055835,917072,0.9323514619292572,psi,OK,,,,hardware
IC-PT3,pressure,17240.295529665,1779237663.4238536,726228,-1.3426865747793404,psi,OK,,,,hardware
IC-PT4,pressure,17240.41384433,1779237663.5421712,874665,0.4268205674672809,psi,OK,,,,hardware
IC-PT5,pressure,17240.532744984,1779237663.6610677,911779,0.8692539774482211,psi,OK,,,,hardware
IC-PT6,pressure,17240.646199222,1779237663.774522,1056513,2.5946179145119075,psi,OK,,,,hardware
IC-PT1,pressure,17240.760053148,1779237663.8883755,976686,1.6430058053738827,psi,OK,,,,hardware
IC-PT2,pressure,17240.876953903,1779237664.0052793,917073,0.9323633828596334,psi,OK,,,,hardware
IC-PT3,pressure,17240.995400859,1779237664.123726,725373,-1.3528789702509603,psi,OK,,,,hardware
IC-PT4,pressure,17241.113949065,1779237664.2422736,874670,0.42688017211916174,psi,OK,,,,hardware
IC-PT5,pressure,17241.233923264,1779237664.3622472,912087,0.8729256240040795,psi,OK,,,,hardware
IC-PT6,pressure,17241.352403293,1779237664.480739,1057744,2.609292579804967,psi,OK,,,,hardware
IC-PT1,pressure,17241.471070562,1779237664.5993946,975879,1.6333856145603187,psi,OK,,,,hardware
IC-PT2,pressure,17241.589507883,1779237664.7178319,916368,0.923959126944438,psi,OK,,,,hardware
IC-PT3,pressure,17241.70772963,1779237664.8360538,726870,-1.3350333374778434,psi,OK,,,,hardware
IC-PT4,pressure,17241.827581849,1779237664.955905,874450,0.42425756743640575,psi,OK,,,,hardware
IC-PT5,pressure,17241.946790578,1779237665.0751164,912731,0.8806027031663288,psi,OK,,,,hardware
IC-PT6,pressure,17242.065006283,1779237665.1933312,1055859,2.5868216260458965,psi,OK,,,,hardware
IC-PT1,pressure,17242.183251364,1779237665.311575,975186,1.6251244098096373,psi,OK,,,,hardware
IC-PT2,pressure,17242.301461236,1779237665.429786,915229,0.9103811872459877,psi,OK,,,,hardware
IC-PT3,pressure,17242.421030434,1779237665.5493567,725323,-1.3534750167697684,psi,OK,,,,hardware
IC-PT4,pressure,17242.538908587,1779237665.6672332,874539,0.4253185302398843,psi,OK,,,,hardware
IC-PT5,pressure,17242.6566695,1779237665.7849941,912414,0.876823768237085,psi,OK,,,,hardware
IC-PT6,pressure,17242.774627757,1779237665.9029517,1055437,2.5817909934271555,psi,OK,,,,hardware
IC-PT1,pressure,17242.893089244,1779237666.0214136,975844,1.632968381997153,psi,OK,,,,hardware
IC-PT2,pressure,17243.012784744,1779237666.1411102,915357,0.9119070663341367,psi,OK,,,,hardware
IC-PT3,pressure,17243.1311692,1779237666.2594929,728370,-1.317151941913598,psi,OK,,,,hardware
IC-PT4,pressure,17243.249459698,1779237666.3777838,874538,0.42530660930950814,psi,OK,,,,hardware
IC-PT5,pressure,17243.367617278,1779237666.4959424,913034,0.8842147450703064,psi,OK,,,,hardware
IC-PT6,pressure,17243.485735692,1779237666.6140597,1054023,2.56493479787526,psi,OK,,,,hardware
IC-PT1,pressure,17243.60370973,1779237666.7320335,974943,1.6222276237282296,psi,OK,,,,hardware
IC-PT2,pressure,17243.722139342,1779237666.8504632,917705,0.9398974108573688,psi,OK,,,,hardware
IC-PT3,pressure,17243.842220312,1779237666.9705446,725741,-1.348492067872532,psi,OK,,,,hardware
IC-PT4,pressure,17243.961426905,1779237667.089752,875156,0.43267374428197725,psi,OK,,,,hardware
IC-PT5,pressure,17244.079646413,1779237667.2079706,912795,0.8813656427104033,psi,OK,,,,hardware
IC-PT6,pressure,17244.19574925,1779237667.3240726,1055574,2.58342416088869,psi,OK,,,,hardware
IC-PT1,pressure,17244.309769009,1779237667.4380922,976929,1.6459025914552905,psi,OK,,,,hardware
IC-PT2,pressure,17244.424444916,1779237667.55277,916624,0.9270108851207359,psi,OK,,,,hardware
IC-PT3,pressure,17244.538116029,1779237667.6664386,729760,-1.3005818486907306,psi,OK,,,,hardware
IC-PT4,pressure,17244.651881153,1779237667.7802038,875333,0.4347837489585582,psi,OK,,,,hardware
IC-PT5,pressure,17244.765720287,1779237667.8940432,913117,0.885204182291528,psi,OK,,,,hardware
