sensor_name,sensor_kind,t_monotonic,t_wall,raw_value,value,units,status,message,filtered_value,sequence,source
IC-PT1,pressure,927.019974235,1779242650.8066185,981036,1.6948618525101966,psi,OK,,,,hardware
IC-PT2,pressure,927.138135769,1779242650.9247801,912886,0.8824504473746342,psi,OK,,,,hardware
IC-PT3,pressure,927.256518732,1779242651.043162,711956,-1.5128220931079495,psi,OK,,,,hardware
IC-PT4,pressure,927.374628521,1779242651.161272,874275,0.4221714046205771,psi,OK,,,,hardware
IC-PT5,pressure,927.493069949,1779242651.2797136,909784,0.8454717213477747,psi,OK,,,,hardware
IC-PT6,pressure,927.611078131,1779242651.3977282,722837,-1.3831104496849123,psi,OK,,,,hardware
IC-PT1,pressure,927.72934447,1779242651.515987,978869,1.6690291963850479,psi,OK,,,,hardware
IC-PT2,pressure,927.847853653,1779242651.6344967,911187,0.8621967866655322,psi,OK,,,,hardware
IC-PT3,pressure,927.966188267,1779242651.7528327,712595,-1.505204618597581,psi,OK,,,,hardware
IC-PT4,pressure,928.084509601,1779242651.8711524,874642,0.42654638606862916,psi,OK,,,,hardware
IC-PT5,pressure,928.20371055,1779242651.9903553,909799,0.8456505353034172,psi,OK,,,,hardware
IC-PT6,pressure,928.322243402,1779242652.1088886,723066,-1.3803805566287708,psi,OK,,,,hardware
IC-PT1,pressure,928.440620951,1779242652.2272654,980538,1.6889252291828671,psi,OK,,,,hardware
IC-PT2,pressure,928.559182547,1779242652.345827,912200,0.874272689136586,psi,OK,,,,hardware
IC-PT3,pressure,928.677591864,1779242652.4642363,714995,-1.4765943856947883,psi,OK,,,,hardware
IC-PT4,pressure,928.795959361,1779242652.5826042,875037,0.4312551535672138,psi,OK,,,,hardware
IC-PT5,pressure,928.914831922,1779242652.7014785,909333,0.8400953817481249,psi,OK,,,,hardware
IC-PT6,pressure,929.033441327,1779242652.8200848,723043,-1.3806547380274226,psi,OK,,,,hardware
IC-PT1,pressure,929.155175996,1779242652.9418192,981424,1.699487173496148,psi,OK,,,,hardware
IC-PT2,pressure,929.274512045,1779242653.0611565,912076,0.8727944937699417,psi,OK,,,,hardware
IC-PT3,pressure,929.393700018,1779242653.1803453,714466,-1.4829005578637788,psi,OK,,,,hardware
IC-PT4,pressure,929.512103628,1779242653.2987485,874846,0.42897825586536653,psi,OK,,,,hardware
IC-PT5,pressure,929.630249239,1779242653.416894,911951,0.8713043774729212,psi,OK,,,,hardware
IC-PT6,pressure,929.748688106,1779242653.5353332,722662,-1.3851966125007409,psi,OK,,,,hardware
IC-PT1,pressure,929.867006202,1779242653.6536493,979902,1.681343517463627,psi,OK,,,,hardware
IC-PT2,pressure,929.985156396,1779242653.7717998,912644,0.8795655822236026,psi,OK,,,,hardware
IC-PT3,pressure,930.102687421,1779242653.8893294,714554,-1.4818515159906764,psi,OK,,,,hardware
IC-PT4,pressure,930.216845598,1779242654.0034876,875488,0.43663149316686356,psi,OK,,,,hardware
IC-PT5,pressure,930.330969166,1779242654.117612,907609,0.8195436977796189,psi,OK,,,,hardware
IC-PT6,pressure,930.444989982,1779242654.2316318,723576,-1.3743008821369274,psi,OK,,,,hardware
IC-PT1,pressure,930.5584898,1779242654.3451316,979106,1.6718544568842009,psi,OK,,,,hardware
IC-PT2,pressure,930.672116794,1779242654.4587586,915016,0.9078420290758649,psi,OK,,,,hardware
IC-PT3,pressure,930.786047097,1779242654.572689,713243,-1.497479855713827,psi,OK,,,,hardware
IC-PT4,pressure,930.902577914,1779242654.6892211,874311,0.422600558114119,psi,OK,,,,hardware
IC-PT5,pressure,931.021001649,1779242654.8076446,911307,0.8636272983106719,psi,OK,,,,hardware
IC-PT6,pressure,931.139471161,1779242654.9261143,722885,-1.3825382450268564,psi,OK,,,,hardware
IC-PT1,pressure,931.257684382,1779242655.0443273,981455,1.6998567223378092,psi,OK,,,,hardware
IC-PT2,pressure,931.376429935,1779242655.1630747,912577,0.8787668798883996,psi,OK,,,,hardware
IC-PT3,pressure,931.494544394,1779242655.2811882,714382,-1.4839019160153766,psi,OK,,,,hardware
IC-PT4,pressure,931.612950809,1779242655.3995945,875134,0.43241148381370165,psi,OK,,,,hardware
