sensor_name,sensor_kind,t_monotonic,t_wall,Voltage 1,Voltage 2,value,units,filtered_value,source
CC-PT,pressure,52926.7387175,1780902278.261635,1.3058508999169947,,201.46272497924866,psi,,simulated
FI-PT,pressure,52926.7387491,1780902278.2616665,1.707779968712326,,301.9449921780815,psi,,simulated
thrust,thrust,52926.7387628,1780902278.2616804,2.500029504302681,2.499970495697319,1.3265662250731691,lbs,,simulated
FM-FM,flow,52926.7387745,1780902278.2616918,1.6543670480688868,,8.009691075645813,gallons_per_minute,,simulated
tank_temp,temperature,52926.7387832,1780902278.2617006,,,20.009904001846852,°C,,simulated
CC-PT,pressure,52926.7488913,1780902278.2718096,1.2928439727835621,,198.21099319589052,psi,,simulated
FI-PT,pressure,52926.7489766,1780902278.271894,1.7090042482619583,,302.2510620654896,psi,,simulated
thrust,thrust,52926.7489983,1780902278.2719162,2.5000318884887562,2.4999681115112438,1.4337634957861525,lbs,,simulated
CC-PT,pressure,52926.7594784,1780902278.2823973,1.2982089874993545,,199.55224687483863,psi,,simulated
FI-PT,pressure,52926.7595556,1780902278.2824728,1.7009713293279802,,300.24283233199503,psi,,simulated
thrust,thrust,52926.7595732,1780902278.2824907,2.5000753998846292,2.4999246001153708,3.390113686298099,lbs,,simulated
CC-PT,pressure,52926.7697415,1780902278.2926598,1.3055415517737332,,201.3853879434333,psi,,simulated
FI-PT,pressure,52926.7697884,1780902278.2927058,1.6962434883407937,,299.0608720851984,psi,,simulated
thrust,thrust,52926.7697967,1780902278.2927144,2.5001052022105696,2.4998947977894304,4.730079570210391,lbs,,simulated
FM-FM,flow,52926.7791352,1780902278.3020532,1.6666581233332303,,8.124919906249033,gallons_per_minute,,simulated
CC-PT,pressure,52926.7803563,1780902278.3032742,1.2982858775002808,,199.5714693750702,psi,,simulated
FI-PT,pressure,52926.7804146,1780902278.303332,1.6945447557621904,,298.6361889405476,psi,,simulated
thrust,thrust,52926.7804312,1780902278.3033488,2.50014513732733,2.49985486267267,6.525633854652862,lbs,,simulated
CC-PT,pressure,52926.7907418,1780902278.3136604,1.3049937850229485,,201.24844625573712,psi,,simulated
FI-PT,pressure,52926.7907873,1780902278.3137047,1.7015465142186301,,300.38662855465753,psi,,simulated
thrust,thrust,52926.7907974,1780902278.3137147,2.5001546740716307,2.4998453259283693,6.954422937504796,lbs,,simulated
CC-PT,pressure,52926.801341,1780902278.3242595,1.3075639376120494,,201.89098440301234,psi,,simulated
FI-PT,pressure,52926.8013924,1780902278.3243098,1.6954918736805766,,298.87296842014416,psi,,simulated
thrust,thrust,52926.8014012,1780902278.3243186,2.500197589420985,2.499802410579015,8.883973810338496,lbs,,simulated
CC-PT,pressure,52926.8116951,1780902278.334613,1.3025392654584964,,200.6348163646241,psi,,simulated
FI-PT,pressure,52926.8117492,1780902278.3346667,1.6932638517932717,,298.3159629483179,psi,,simulated
thrust,thrust,52926.8117639,1780902278.3346813,2.5002261996538877,2.4997738003461123,10.170341058894296,lbs,,simulated
FM-FM,flow,52926.8195069,1780902278.3424256,1.6501541912739504,,7.9701955431932845,gallons_per_minute,,simulated
CC-PT,pressure,52926.8221454,1780902278.3450637,1.300716555203981,,200.17913880099525,psi,,simulated
FI-PT,pressure,52926.8221845,1780902278.3451018,1.7033424023797992,,300.83560059494977,psi,,simulated
thrust,thrust,52926.8221933,1780902278.3451104,2.5002542138402717,2.4997457861597283,11.429908989771851,lbs,,simulated
CC-PT,pressure,52926.8323695,1780902278.3552873,1.3107557667202672,,202.6889416800668,psi,,simulated
FI-PT,pressure,52926.8324122,1780902278.3553295,1.7032035235409169,,300.8008808852292,psi,,simulated
thrust,thrust,52926.8324262,1780902278.3553436,2.500287592445325,2.499712407554675,12.93067077975362,lbs,,simulated
tank_temp,temperature,52926.8393885,1780902278.3623068,,,20.150874422149773,°C,,simulated
CC-PT,pressure,52926.8425749,1780902278.3654928,1.3165696044647222,,204.14240111618054,psi,,simulated
FI-PT,pressure,52926.8426314,1780902278.3655488,1.7059381849692088,,301.4845462423022,psi,,simulated
