sensor_name,sensor_kind,t_monotonic,t_wall,Voltage 1,Voltage 2,value,units,filtered_value,source
CC-PT,pressure,1102.021820226,1779487703.5092692,1.3058175213119414,,201.45438032798535,psi,,simulated
FI-PT,pressure,1102.021952446,1779487703.5094008,1.7077734122006192,,301.94335305015477,psi,,simulated
thrust,thrust,1102.022003668,1779487703.509452,2.500028908256162,2.499971091743838,5.781651232439344,N,,simulated
tank_temp,temperature,1102.022055778,1779487703.509504,0.0269261034639005,-0.0269261034639005,20.009916387229154,°C,,simulated
CC-PT,pressure,1102.032031934,1779487703.5194805,1.2928141704576217,,198.20354261440542,psi,,simulated
FI-PT,pressure,1102.032080841,1779487703.5195289,1.7089953075641762,,302.248826891044,psi,,simulated
thrust,thrust,1102.03212547,1779487703.5195735,2.5000306963957186,2.4999693036042814,6.139279143724252,N,,simulated
CC-PT,pressure,1102.042135717,1779487703.529584,1.2981309054053907,,199.53272635134766,psi,,simulated
FI-PT,pressure,1102.042175013,1779487703.529623,1.700950467699822,,300.2376169249555,psi,,simulated
thrust,thrust,1102.042213068,1779487703.529661,2.500073015698554,2.499926984301446,14.603139710800406,N,,simulated
CC-PT,pressure,1102.052231334,1779487703.5396793,1.3054467803772427,,201.36169509431068,psi,,simulated
FI-PT,pressure,1102.052260704,1779487703.5397086,1.6962184543870038,,299.0546135967509,psi,,simulated
thrust,thrust,1102.052295518,1779487703.5397434,2.5001022219779756,2.4998977780220244,20.444395595120568,N,,simulated
CC-PT,pressure,1102.062319599,1779487703.5497677,1.2981386540101352,,199.5346635025338,psi,,simulated
FI-PT,pressure,1102.062351599,1779487703.5497997,1.6945066087849867,,298.62665219624665,psi,,simulated
thrust,thrust,1102.062376172,1779487703.5498242,2.5001403689551793,2.4998596310448207,28.07379103586527,N,,simulated
CC-PT,pressure,1102.072410642,1779487703.5598588,1.3048167592068625,,201.20418980171561,psi,,simulated
FI-PT,pressure,1102.072439253,1779487703.5598874,1.701500618636682,,300.37515465917045,psi,,simulated
thrust,thrust,1102.072461308,1779487703.5599093,2.5001493096529614,2.4998506903470386,29.86193059228981,N,,simulated
CC-PT,pressure,1102.082497278,1779487703.5699453,1.3073362478418646,,201.83406196046616,psi,,simulated
FI-PT,pressure,1102.082528684,1779487703.5699766,1.6954334611217334,,298.85836528043336,psi,,simulated
thrust,thrust,1102.082552777,1779487703.5700006,2.500190436862759,2.499809563137241,38.08737255184269,N,,simulated
CC-PT,pressure,1102.092587413,1779487703.5800352,1.3022847535949653,,200.57118839874133,psi,,simulated
FI-PT,pressure,1102.092614783,1779487703.5800626,1.6931982866762028,,298.2995716690507,psi,,simulated
thrust,thrust,1102.092635431,1779487703.5800834,2.5002178550026244,2.4997821449973756,43.571000524877945,N,,simulated
CC-PT,pressure,1102.102676548,1779487703.5901248,1.3004268765958402,,200.10671914896005,psi,,simulated
FI-PT,pressure,1102.102709696,1779487703.5901575,1.703268492611467,,300.8171231528667,psi,,simulated
thrust,thrust,1102.102734566,1779487703.5901825,2.5002452731424896,2.4997547268575104,49.0546284979132,N,,simulated
CC-PT,pressure,1102.112785554,1779487703.600234,1.3104541671817502,,202.61354179543756,psi,,simulated
FI-PT,pressure,1102.112828053,1779487703.600276,1.7031272295865094,,300.78180739662736,psi,,simulated
thrust,thrust,1102.112848794,1779487703.6002967,2.500278651747543,2.499721348252457,55.730349508564814,N,,simulated
tank_temp,temperature,1102.122174514,1779487703.6096227,0.026939514510573685,-0.026939514510573685,20.15080010985654,°C,,simulated
CC-PT,pressure,1102.122882356,1779487703.6103303,1.3162578721353855,,204.06446803384637,psi,,simulated
FI-PT,pressure,1102.122915041,1779487703.6103632,1.7058589107822073,,301.4647276955518,psi,,simulated
thrust,thrust,1102.122938207,1779487703.6103861,2.500312030352596,2.499687969647404,62.40607051921643,N,,simulated
CC-PT,pressure,1102.132973269,1779487703.6204212,1.3074214824940542,,201.85537062351355,psi,,simulated
FI-PT,pressure,1102.13300051,1779487703.6204486,1.697349154633183,,299.33728865829573,psi,,simulated
thrust,thrust,1102.133020287,1779487703.6204681,2.5003442168646117,2.4996557831353883,68.84337292234477,N,,simulated
CC-PT,pressure,1102.143059497,1779487703.6305075,1.3103045595055294,,202.57613987638234,psi,,simulated
FI-PT,pressure,1102.143088886,1779487703.630537,1.7031153086561333,,300.7788271640333,psi,,simulated
thrust,thrust,1102.143111793,1779487703.6305597,2.5003674626788452,2.4996325373211548,73.49253576904857,N,,simulated
CC-PT,pressure,1102.153147799,1779487703.6405957,1.3231815484978615,,205.79538712446538,psi,,simulated
FI-PT,pressure,1102.153175651,1779487703.6406236,1.7029496077239046,,300.73740193097615,psi,,simulated
thrust,thrust,1102.153195614,1779487703.6406436,2.5004097819816806,2.4995902180183194,81.95639633612473,N,,simulated
CC-PT,pressure,1102.163234657,1779487703.6506827,1.3109530581179927,,202.73826452949817,psi,,simulated
FI-PT,pressure,1102.163263953,1779487703.650712,1.6945560806460478,,298.63902016151195,psi,,simulated
thrust,thrust,1102.16328636,1779487703.6507344,2.5004288554702825,2.4995711445297175,85.77109405649708,N,,simulated
CC-PT,pressure,1102.173322404,1779487703.6607704,1.3122178688309036,,203.0544672077259,psi,,simulated
FI-PT,pressure,1102.17334944,1779487703.6607974,1.7070712694014631,,301.76781735036576,psi,,simulated
thrust,thrust,1102.173370088,1779487703.6608179,2.500430643609839,2.499569356390161,86.12872196778198,N,,simulated
CC-PT,pressure,1102.183410558,1779487703.6708589,1.3307221330073038,,207.68053325182595,psi,,simulated
FI-PT,pressure,1102.183442557,1779487703.6708906,1.7060198433422855,,301.50496083557135,psi,,simulated
thrust,thrust,1102.183466576,1779487703.6709146,2.5005027652386147,2.4994972347613853,100.55304772293994,N,,simulated
CC-PT,pressure,1102.193501601,1779487703.6809494,1.308102763665052,,202.025690916263,psi,,simulated
FI-PT,pressure,1102.193528397,1779487703.6809764,1.7186822555878467,,304.67056389696165,psi,,simulated
thrust,thrust,1102.193548507,1779487703.6809964,2.500514090122472,2.499485909877528,102.81802449441102,N,,simulated
CC-PT,pressure,1102.203587051,1779487703.6910348,1.3230563787289118,,205.76409468222795,psi,,simulated
FI-PT,pressure,1102.203616291,1779487703.6910644,1.7058171875258907,,301.45429688147266,psi,,simulated
thrust,thrust,1102.203639958,1779487703.691088,2.5005373359367056,2.4994626640632944,107.46718734111482,N,,simulated
CC-PT,pressure,1102.213685649,1779487703.701134,1.3072426685384118,,201.81066713460294,psi,,simulated
